Relative Time	Peak at 1592 cm-1	Peak at 1719 cm-1	Annotations	
03:20:11	3.02906	22.1028		
03:20:26	7.82123	51.055		
03:20:41	1.92783	8.16083		
03:20:56	1.30814	5.41705		
03:21:11	1.32937	5.4203		
03:21:26	1.22685	4.58762		
03:21:41	1.15036	5.14384		
03:21:56	1.14138	5.8444		
03:22:11	1.18898	5.48341		
03:22:26	1.19192	6.16561		
03:22:41	1.10142	5.25737		
03:22:56	1.12214	5.3985		
03:23:11	1.2083	5.43151		
03:23:26	1.24549	5.93036		
03:23:40	1.27351	5.51293		
03:23:56	1.23162	6.27513		
03:24:11	0.945602	5.555		
03:24:26	1.13688	6.25439		
03:24:41	1.2001	6.08281		
03:24:56	1.10477	6.51606		
03:25:11	0.868908	6.04854		
03:25:26	1.34788	7.26083		
03:25:41	1.12853	6.17414		
03:25:56	1.30505	7.69945		
03:26:11	1.23735	6.93734		
03:26:26	1.41526	7.15568		
03:26:41	1.22068	6.86379		
03:26:56	1.34768	6.90391		
03:27:11	1.16608	6.85342		
03:27:26	1.29871	6.3355		
03:27:41	1.60964	7.38668		
03:27:56	1.16358	7.40703		
03:28:11	1.16843	6.96122		
03:28:26	1.26289	7.1819		
03:28:41	51.1614	490.418		
03:28:56	68.0211	630.349		
03:29:11	6.66713	59.055		
03:29:26	3.44657	25.6333		
03:29:41	2.90026	24.2557		
03:29:56	2.92699	22.8881		
03:30:11	2.86307	23.2487		
03:30:26	2.90852	22.2658		
03:30:41	2.9112	21.6565		
03:30:56	3.05469	22.5648		
03:31:11	2.63199	19.002		
03:31:26	2.49824	20.2209		
03:31:41	2.69381	20.4479		
03:31:56	2.94645	19.2591		
03:32:11	3.33176	24.2508		
03:32:26	6.01239	20.7516		
03:32:41	0.983157	4.94404		
03:32:56	1.48608	5.738		
03:33:11	1.13663	4.73102		
03:33:26	1.21123	4.68926		
03:33:41	1.53282	5.09307		
03:33:56	1.26781	5.83764		
03:34:11	1.52724	5.29729		
03:34:26	1.41567	5.71112		
03:34:41	1.05334	4.93607		
03:34:56	1.33714	5.82046		
03:35:11	1.14313	5.08989		
03:35:26	1.2336	6.19661		
03:35:41	1.2331	6.14373		
03:35:56	1.36816	5.0756		
03:36:11	1.24323	4.98198		
03:36:26	1.35551	5.04516		
03:36:41	1.21006	5.93253		
03:36:56	1.22921	6.3252		
03:37:11	1.32288	5.94524		
03:37:26	1.28559	5.49285		
03:37:41	1.25444	6.30771		
03:37:55	1.50128	5.859		
03:38:11	1.35682	5.97359		
03:38:26	1.09806	5.9047		
03:38:41	1.44231	6.09566		
03:38:56	1.34031	6.71053		
03:39:11	1.50685	5.62202		
03:39:26	1.33156	6.86571		
03:39:41	1.33173	7.28348		
03:39:56	1.18882	6.98704		
03:40:11	1.16204	5.95706		
03:40:26	1.19712	5.69906		
03:40:40	1.36473	7.87602		
03:40:56	51.678	526.639		
03:41:11	8.24892	82.4422		
03:41:26	2.84874	26.196		
03:41:41	3.43102	24.5397		
03:41:56	2.94854	23.6206		
03:42:11	2.87119	23.3781		
03:42:26	2.58447	21.6125		
03:42:41	2.69009	20.8421		
03:42:56	2.57001	20.5368		
03:43:11	2.66145	20.3869		
03:43:26	2.51229	21.2755		
03:43:41	2.49715	20.9101		
03:43:56	2.49535	20.752		
03:44:11	2.96986	24.1596		
03:44:26	3.63596	11.5776		
03:44:41	1.12061	4.66369		
03:44:56	1.42445	4.30836		
03:45:11	1.3051	5.15634		
03:45:26	1.12246	5.1472		
03:45:41	1.14291	4.85576		
03:45:56	1.49876	5.16217		
03:46:11	1.34982	3.94656		
03:46:26	1.4427	4.96982		
03:46:41	1.04758	5.13581		
03:46:56	1.28964	6.68973		
03:47:11	1.32376	5.95751		
03:47:26	1.17416	5.48722		
03:47:41	1.37283	5.16363		
03:47:56	1.4381	5.62996		
03:48:11	1.48649	5.13929		
03:48:26	1.4203	5.52472		
03:48:41	1.37737	6.33603		
03:48:56	1.12538	6.70564		
03:49:11	1.21732	6.25322		
03:49:26	1.27414	5.3443		
03:49:41	1.34062	6.82979		
03:49:56	1.33776	6.5986		
03:50:11	1.34301	6.376		
03:50:26	1.2623	6.40535		
03:50:41	1.25574	6.10268		
03:50:55	1.33288	6.10721		
03:51:11	1.36445	6.02013		
03:51:26	1.39131	6.83486		
03:51:41	1.23117	6.45575		
03:51:56	1.83268	13.4925		
03:52:11	35.9898	450.5		
03:52:26	35.2731	474.399		
03:52:41	1.97788	18.7422		
03:52:56	2.25046	18.2911		
03:53:11	2.48311	17.5036		
03:53:26	2.1239	17.8968		
03:53:41	2.00508	16.687		
03:53:56	2.16759	16.8287		
03:54:11	2.16868	15.962		
03:54:26	2.07736	15.0896		
03:54:41	2.09801	15.859		
03:54:56	1.94044	15.7036		
03:55:11	1.89463	14.7532		
03:55:26	2.08611	14.9407		
03:55:41	5.31767	22.5959		
03:55:56	1.349	4.58548		
03:56:11	1.32198	4.51807		
03:56:26	1.29475	4.62275		
03:56:41	1.28517	5.14765		
03:56:56	1.27513	4.26416		
03:57:11	1.0594	5.19597		
03:57:26	1.50041	4.51516		
03:57:41	1.43574	5.05284		
03:57:56	1.44686	4.86341		
03:58:11	1.26009	4.93503		
03:58:26	1.44215	5.25507		
03:58:41	1.22983	6.34695		
03:58:56	1.13436	5.16805		
03:59:11	1.25115	6.42587		
03:59:26	1.18052	6.09946		
03:59:41	1.25469	6.0699		
03:59:56	1.1605	6.10199		
04:00:11	1.29086	5.84852		
04:00:26	1.36706	5.68988		
04:00:41	1.54858	5.92862		
04:00:56	1.51198	4.9928		
04:01:11	1.20449	5.91072		
04:01:26	1.25319	6.04159		
04:01:41	1.34724	5.7298		
04:01:56	1.18498	6.85166		
04:02:11	1.37732	6.29475		
04:02:26	1.24567	7.2205		
04:02:41	1.23807	6.1924		
04:02:56	1.58747	6.66682		
04:03:11	1.15423	7.00484		
04:03:26	1.45921	7.01334		
04:03:41	1.49241	7.40441		
04:03:56	36.3707	197.879		
04:04:11	203.598	1128.35		
04:04:26	203.329	1113.96		
04:04:41	7.74554	40.5633		
04:04:56	8.21735	42.9364		
04:05:11	6.9743	38.151		
04:05:26	7.63015	37.3508		
04:05:41	7.7189	38.5068		
04:05:56	7.52977	38.5406		
04:06:10	7.00088	35.0501		
04:06:26	6.61257	33.2728		
04:06:41	6.85246	33.2452		
04:06:56	6.36801	30.5608		
04:07:11	6.87041	31.7864		
04:07:26	24.3441	103.672		
04:07:41	3.40362	10.8628		
04:07:56	1.85009	6.75588		
04:08:11	1.69988	6.29532		
04:08:26	1.80378	7.21198		
04:08:41	1.67947	6.42506		
04:08:56	1.60462	6.76369		
04:09:11	1.51029	6.16774		
04:09:26	1.43182	6.53194		
04:09:41	1.77813	6.51295		
04:09:56	1.54749	6.25774		
04:10:11	1.6912	6.13665		
04:10:26	1.67923	5.96316		
04:10:41	1.55402	6.8194		
04:10:56	1.83106	6.1275		
04:11:11	1.36846	6.90628		
04:11:26	1.73733	6.47898		
04:11:41	1.89435	6.55889		
04:11:56	1.37124	7.52324		
04:12:11	1.68605	7.59189		
04:12:26	1.62588	7.2023		
04:12:41	1.71279	7.68632		
04:12:56	1.66152	6.32965		
04:13:11	1.81228	8.04137		
04:13:26	1.83079	7.25717		
04:13:41	1.77313	6.9383		
04:13:56	1.63253	8.40606		
04:14:11	1.80431	7.97962		
04:14:26	1.68504	7.47726		
04:14:41	1.80486	7.70519		
04:14:56	1.75326	8.11228		
04:15:11	1.83189	9.02279		
04:15:26	1.78374	8.28061		
04:15:41	1.83796	7.48063		
04:15:56	149.668	998.486		
04:16:11	170.922	1123.07		
04:16:26	7.13962	44.0165		
04:16:41	6.58449	38.6034		
04:16:56	6.38512	37.2921		
04:17:11	5.85859	35.6806		
04:17:26	5.88449	34.8513		
04:17:41	6.09038	35.5235		
04:17:56	6.01137	33.6307		
04:18:11	5.75304	32.7761		
04:18:26	5.59866	33.3695		
04:18:41	5.06208	29.9236		
04:18:56	5.6023	31.8509		
04:19:11	23.1889	118.185		
04:19:26	3.67073	12.5647		
04:19:41	1.5586	5.71653		
04:19:55	1.63334	6.45471		
04:20:11	1.59255	6.4427		
04:20:26	1.83843	6.48016		
04:20:41	1.84792	6.51941		
04:20:56	1.67874	6.6438		
04:21:11	1.56438	6.8931		
04:21:26	1.66243	6.70205		
04:21:41	1.88454	5.70653		
04:21:56	1.66461	6.36447		
04:22:11	1.77522	5.66034		
04:22:26	1.87495	7.30684		
04:22:41	1.69729	7.51402		
04:22:56	1.7939	5.92056		
04:23:11	1.78373	7.49523		
04:23:26	1.70862	7.24076		
04:23:41	1.8625	6.28514		
04:23:56	1.74389	7.51861		
04:24:11	1.77929	7.59444		
04:24:26	1.67912	7.54712		
04:24:41	1.72125	6.98086		
04:24:56	1.75099	7.91039		
04:25:11	1.75241	8.51183		
04:25:26	1.60144	7.7803		
04:25:41	1.58264	7.54069		
04:25:56	1.74204	7.30797		
04:26:11	1.72825	7.59218		
04:26:26	1.6144	7.50652		
04:26:41	2.15052	8.88267		
04:26:56	1.88032	7.19113		
04:27:11	2.00491	9.2069		
04:27:26	1.78876	8.20575		
04:27:41	127.035	862.26		
04:27:56	152.776	1029.36		
04:28:11	10.0196	65.6276		
04:28:26	5.41867	34.0538		
04:28:41	6.62048	38.9643		
04:28:56	5.57535	31.4597		
04:29:11	5.03665	33.0042		
04:29:26	5.38152	31.5897		
04:29:41	5.04889	30.7042		
04:29:56	4.94881	29.8329		
04:30:10	5.14983	29.5745		
04:30:26	4.78921	28.5605		
04:30:41	4.95262	28.4047		
04:30:56	4.92272	27.9846		
04:31:11	20.5712	86.1167		
04:31:26	1.91767	6.38742		
04:31:41	1.61086	5.98816		
04:31:56	1.85284	6.94532		
04:32:11	1.76644	6.63446		
04:32:26	1.70162	6.12422		
04:32:41	1.8448	5.80656		
04:32:56	1.78079	6.35879		
04:33:11	1.64482	6.26289		
04:33:26	1.51423	6.4259		
04:33:41	1.6854	6.29536		
04:33:56	1.56697	6.91141		
04:34:11	1.62237	6.23914		
04:34:26	1.63766	7.22977		
04:34:41	1.75341	7.081		
04:34:56	1.72005	6.89475		
04:35:11	1.69376	7.40981		
04:35:26	1.70505	6.92572		
04:35:41	1.6771	7.17336		
04:35:56	1.52225	6.69687		
04:36:11	1.74313	7.06179		
04:36:26	1.68489	6.75258		
04:36:41	1.7501	6.66858		
04:36:56	1.62057	6.85764		
04:37:11	1.7625	6.92313		
04:37:26	1.89874	8.66941		
04:37:41	1.86688	7.28942		
04:37:56	1.72938	7.68975		
04:38:11	1.93828	6.82919		
04:38:26	1.61729	7.6971		
04:38:41	1.76318	7.5372		
04:38:56	1.79958	8.26796		
04:39:11	1.66065	7.7293		
04:39:26	3.78124	22.0128		
04:39:40	125.374	882.766		
04:39:56	11.1759	73.5112		
04:40:11	6.07141	38.0744		
04:40:25	6.38018	38.8147		
04:40:41	6.12926	39.3695		
04:40:56	5.95445	35.2461		
04:41:11	5.87235	34.6334		
04:41:26	5.70718	34.4586		
04:41:41	6.14471	35.4598		
04:41:56	5.392	31.8331		
04:42:11	5.0827	32.0181		
04:42:26	5.12485	30.4883		
04:42:41	5.39048	30.3105		
04:42:56	15.258	85.6312		
04:43:11	5.29264	15.2623		
04:43:26	1.66679	4.84066		
04:43:41	1.71853	6.20397		
04:43:56	1.86895	6.12691		
04:44:11	1.53138	6.29575		
04:44:26	1.68283	5.17218		
04:44:41	1.75351	5.84587		
04:44:56	1.52553	5.95265		
04:45:11	1.71235	6.10028		
04:45:26	1.55544	6.20262		
04:45:41	1.70121	5.67299		
04:45:56	1.69805	5.9269		
04:46:11	1.45564	5.51691		
04:46:26	1.86524	6.63634		
04:46:41	1.80373	6.36282		
04:46:56	1.76957	6.77397		
04:47:11	1.5826	6.65388		
04:47:26	1.9858	6.84547		
04:47:41	1.74513	7.29101		
04:47:56	1.58039	7.51887		
04:48:11	1.64	6.94079		
04:48:26	1.70859	6.66523		
04:48:41	1.70058	6.4074		
04:48:56	1.70241	7.44006		
04:49:11	1.65851	6.64159		
04:49:26	1.84887	6.65423		
04:49:41	1.89014	7.35491		
04:49:56	1.73381	7.23617		
04:50:11	1.86636	7.31528		
04:50:26	1.7521	7.54998		
04:50:41	98.898	686.788		
04:50:56	118.001	849.217		
04:51:11	18.6085	131.263		
04:51:26	4.95129	32.6905		
04:51:41	4.66303	29.7314		
04:51:56	5.20795	29.1342		
04:52:11	4.65971	29.2687		
04:52:26	4.5378	27.5631		
04:52:41	4.30584	27.1686		
04:52:56	4.81582	26.5101		
04:53:11	4.26294	24.7153		
04:53:26	4.43871	24.7639		
04:53:41	4.27108	24.8732		
04:53:56	4.31898	24.8517		
04:54:11	9.99041	51.9354		
04:54:26	4.59594	12.1746		
04:54:41	1.82436	5.14368		
04:54:56	1.91364	5.4187		
04:55:11	1.65381	5.61509		
04:55:26	1.94757	6.32752		
04:55:41	1.84836	6.249		
04:55:56	1.82076	6.09929		
04:56:11	1.66279	6.12514		
04:56:26	1.73887	6.8807		
04:56:41	1.78408	6.22248		
04:56:56	1.86918	5.61048		
04:57:11	1.44967	6.85146		
04:57:26	1.6946	6.48603		
04:57:41	1.66807	6.21022		
04:57:55	1.8163	7.1627		
04:58:11	1.91371	6.97857		
04:58:26	1.89133	6.15462		
04:58:41	1.78041	7.12035		
04:58:56	1.74745	7.80151		
04:59:11	1.69214	6.06523		
04:59:26	1.73415	6.92839		
04:59:41	1.75461	7.23738		
04:59:56	1.77538	6.62061		
05:00:11	1.76748	7.16401		
05:00:26	1.80365	7.60962		
05:00:41	1.8795	7.25079		
05:00:56	1.67363	7.40189		
05:01:11	1.56018	7.10035		
05:01:26	1.66138	6.97295		
05:01:41	1.78969	6.82206		
05:01:56	1.82144	7.70519		
05:02:11	1.75447	8.08774		
05:02:26	83.3038	670.693		
05:02:41	103.931	791.054		
05:02:56	5.91623	37.7724		
05:03:11	5.69321	33.5673		
05:03:26	4.86353	31.0821		
05:03:41	4.77378	30.7812		
05:03:55	4.74621	29.6617		
05:04:11	4.7867	30.0265		
05:04:26	4.7617	27.746		
05:04:41	4.78198	28.2274		
05:04:56	4.65763	28.0023		
05:05:11	4.46949	27.9054		
05:05:26	4.60372	26.6563		
05:05:41	16.1787	83.1498		
05:05:56	3.88192	8.82561		
05:06:11	1.91453	5.84384		
05:06:26	1.84978	5.9568		
05:06:41	1.92599	5.55619		
05:06:56	1.66173	4.63299		
05:07:11	1.71743	5.35575		
05:07:26	1.70218	5.87103		
05:07:41	1.73237	5.10927		
05:07:56	1.71495	6.3413		
05:08:11	1.83565	5.53398		
05:08:26	1.57062	6.10302		
05:08:41	1.94272	6.91132		
05:08:56	1.65481	6.57095		
05:09:11	1.99758	6.53877		
05:09:26	2.0046	7.26614		
05:09:41	1.68188	6.67362		
05:09:56	1.70925	6.33395		
05:10:11	1.88036	7.87954		
05:10:26	2.05549	7.2101		
05:10:41	1.64655	6.75664		
05:10:56	1.65114	7.02437		
05:11:11	1.66172	5.70881		
05:11:26	2.05351	7.6075		
05:11:41	1.76881	6.15259		
05:11:56	1.83177	6.87962		
05:12:11	1.89896	6.56382		
05:12:26	1.61089	6.33602		
05:12:41	1.96134	7.11768		
05:12:56	1.68331	6.99601		
05:13:11	1.73731	7.43899		
05:13:26	1.97171	7.21437		
05:13:41	15.4947	110.4		
05:13:56	86.1147	693.366		
05:14:11	41.5505	325.021		
05:14:26	4.09261	27.6889		
05:14:41	4.26659	26.7725		
05:14:56	4.03321	26.2576		
05:15:11	4.20986	24.6014		
05:15:26	3.50754	22.6243		
05:15:41	3.77161	23.3312		
05:15:56	3.70197	22.4613		
05:16:11	4.026	21.78		
05:16:26	3.83593	21.714		
05:16:41	3.45765	19.9691		
05:16:56	3.85659	20.1659		
05:17:11	3.69054	19.9047		
05:17:26	13.421	58.1837		
05:17:41	1.79438	6.24292		
05:17:56	1.73827	5.65141		
05:18:11	1.72347	6.10441		
05:18:25	1.86768	5.54941		
05:18:41	1.58064	6.2437		
05:18:56	1.77351	6.34487		
05:19:11	1.66837	5.59579		
05:19:26	1.85807	5.02348		
05:19:41	1.63643	4.79307		
05:19:56	1.88253	5.92826		
05:20:11	1.84813	6.67015		
05:20:26	1.86971	6.95945		
05:20:41	1.64338	6.73402		
05:20:56	1.67677	5.90933		
05:21:11	1.94878	6.28862		
05:21:26	1.73762	7.0239		
05:21:41	1.75672	6.36249		
05:21:56	1.79474	6.37001		
05:22:10	1.97197	7.29845		
05:22:26	1.70427	6.96338		
05:22:41	1.78281	7.10017		
05:22:56	1.79642	6.58322		
05:23:11	1.62075	6.45076		
05:23:26	1.90415	6.21147		
05:23:41	1.86321	6.96167		
05:23:56	1.5293	6.40992		
05:24:11	1.84586	6.34881		
05:24:26	1.86469	7.08063		
05:24:41	2.01703	6.41803		
05:24:56	1.79585	7.4016		
05:25:11	1.82766	7.87593		
05:25:26	4.41449	26.7845		
05:25:41	68.7013	605.594		
05:25:56	21.7311	165.006		
05:26:11	4.27269	27.9639		
05:26:26	4.10107	26.3597		
05:26:41	4.42837	27.388		
05:26:56	4.17486	27.0694		
05:27:11	4.71144	27.4741		
05:27:26	3.81156	22.8112		
05:27:41	3.94995	23.9503		
05:27:56	3.73415	22.4007		
05:28:11	3.96453	23.9297		
05:28:26	4.00871	24.3557		
05:28:41	15.5371	78.5731		
05:28:56	2.67073	7.69892		
05:29:11	1.79263	5.63106		
05:29:26	2.03626	5.55558		
05:29:41	1.73148	5.41047		
05:29:56	1.86616	5.31215		
05:30:11	1.69726	5.18912		
05:30:26	1.674	5.49979		
05:30:41	1.88783	6.34285		
05:30:56	1.40538	6.48983		
05:31:11	1.88029	5.40001		
05:31:26	1.76303	5.32013		
05:31:41	1.6659	5.9594		
05:31:56	1.93818	6.69103		
05:32:11	1.87895	6.37461		
05:32:26	1.6466	5.70682		
05:32:41	1.72004	5.76592		
05:32:56	1.73845	7.26146		
05:33:11	2.04588	6.94645		
05:33:26	1.63385	6.7479		
05:33:41	1.86963	6.26528		
05:33:56	1.47829	5.98305		
05:34:11	1.78338	6.37152		
05:34:26	1.69726	5.62888		
05:34:41	2.08877	6.1549		
05:34:56	1.76413	6.61252		
05:35:11	1.81036	6.03473		
05:35:26	1.72555	7.41627		
05:35:41	1.76146	6.9717		
05:35:56	1.93908	7.25996		
05:36:11	1.88096	7.00091		
05:36:26	1.8933	6.51146		
05:36:41	1.83381	7.08958		
05:36:56	52.8251	468.85		
05:37:11	55.7842	538.475		
05:37:26	4.62169	35.2455		
05:37:41	3.33359	20.8734		
05:37:56	3.48846	20.724		
05:38:11	3.29729	19.7337		
05:38:26	3.07095	20.2606		
05:38:41	3.39508	19.7386		
05:38:56	3.37719	19.528		
05:39:11	3.17338	17.9157		
05:39:26	3.29858	19.5755		
05:39:41	2.94483	18.0651		
05:39:56	3.08818	17.8851		
05:40:11	12.6174	57.7174		
05:40:26	2.20923	6.2328		
05:40:41	1.69604	5.23159		
05:40:56	1.92211	5.66217		
05:41:11	1.76178	4.96649		
05:41:26	2.23516	6.20749		
05:41:41	1.57834	6.19433		
05:41:56	1.84635	5.57457		
05:42:11	1.848	4.90236		
05:42:26	1.78506	5.54678		
05:42:41	1.82265	5.26916		
05:42:56	1.75913	5.37296		
05:43:11	1.73187	5.90455		
05:43:25	1.80805	5.22805		
05:43:41	1.74049	6.13828		
05:43:56	1.70515	5.97762		
05:44:11	1.77549	6.7302		
05:44:26	1.68274	7.00743		
05:44:41	1.71474	5.87256		
05:44:56	1.85884	6.22539		
05:45:11	1.82638	6.52605		
05:45:26	2.02728	6.13247		
05:45:41	1.92162	7.32521		
05:45:56	1.98317	7.12698		
05:46:11	1.67766	6.37583		
05:46:26	1.87484	7.2223		
05:46:41	1.82195	6.8636		
05:46:56	1.91524	7.16678		
05:47:11	1.62734	6.94045		
05:47:26	1.60913	6.59706		
05:47:41	1.85384	6.31962		
05:47:56	1.68326	6.75652		
05:48:11	3.18166	19.0325		
05:48:26	42.0383	450.686		
05:48:41	41.2939	486.907		
05:48:56	2.75311	19.107		
05:49:11	2.59926	18.7229		
05:49:26	3.10263	18.4699		
05:49:41	2.70588	18.3539		
05:49:56	2.8867	18.4439		
05:50:11	2.72486	15.4991		
05:50:26	2.69064	15.3919		
05:50:41	2.60425	17.4251		
05:50:56	2.60117	15.874		
05:51:11	2.82806	15.9529		
05:51:26	2.60821	14.6612		
05:51:41	2.57297	14.2219		
05:51:56	8.19944	22.6361		
05:52:11	1.73117	4.8908		
05:52:26	1.80537	5.43005		
05:52:41	1.6639	5.30863		
05:52:56	1.85158	4.69936		
05:53:11	1.84541	5.44924		
05:53:26	1.68052	5.83983		
05:53:41	1.78677	5.75322		
05:53:56	1.83957	5.39625		
05:54:11	1.71647	5.46266		
05:54:26	1.7031	5.51994		
05:54:41	1.86214	6.13625		
05:54:56	1.62944	5.24407		
05:55:10	1.73534	6.23088		
05:55:26	2.02297	6.43971		
05:55:41	1.70246	5.4313		
05:55:56	1.95767	6.55585		
05:56:11	1.72242	5.59992		
05:56:26	1.74113	6.09249		
05:56:41	1.71741	6.15319		
05:56:56	1.72197	6.07586		
05:57:11	1.84636	5.85396		
05:57:26	1.77047	6.89419		
05:57:41	1.6755	6.28136		
05:57:56	1.74412	6.19743		
05:58:11	1.79691	5.97283		
05:58:26	2.03327	6.54175		
05:58:41	1.82634	6.83019		
05:58:56	1.82628	6.97626		
05:59:11	1.61036	7.4269		
05:59:26	1.83969	7.43551		
05:59:41	1.87525	7.78802		
05:59:56	182.427	980.16		
06:00:11	215.202	1142.61		
06:00:26	57.9545	309.493		
06:00:41	8.36696	41.0727		
06:00:56	8.55169	40.9106		
06:01:11	8.44471	39.633		
06:01:26	7.73205	35.7623		
06:01:41	7.70703	35.4926		
06:01:56	7.3597	35.118		
06:02:11	7.79712	35.0024		
06:02:26	7.2363	33.6521		
06:02:40	7.54546	33.9033		
06:02:56	6.94565	29.6112		
06:03:11	7.60975	33.887		
06:03:26	22.5395	66.5973		
06:03:41	2.39818	6.08744		
06:03:56	2.33672	6.67261		
06:04:11	2.19742	6.44867		
06:04:26	1.72989	6.34353		
06:04:41	2.18756	6.70098		
06:04:56	2.26975	7.30605		
06:05:11	2.05977	6.26728		
06:05:26	2.21609	5.98231		
06:05:41	2.28044	6.77523		
06:05:56	2.15518	6.08026		
06:06:11	1.95573	6.68323		
06:06:26	2.26644	7.03316		
06:06:41	1.97259	6.34738		
06:06:56	2.09695	6.39288		
06:07:11	2.08932	6.40512		
06:07:26	2.21612	7.33015		
06:07:41	2.21086	7.49143		
06:07:56	2.23556	7.27801		
06:08:11	2.32357	7.59463		
06:08:26	2.30728	7.40712		
06:08:41	2.25696	7.71772		
06:08:56	2.01434	7.04167		
06:09:11	2.22942	7.63395		
06:09:26	2.08257	7.44441		
06:09:41	2.20962	8.47763		
06:09:56	2.47714	7.64549		
06:10:11	2.21386	7.79356		
06:10:26	1.98576	7.5531		
06:10:41	2.1152	7.82383		
06:10:56	2.41279	7.79619		
06:11:11	2.09525	8.24866		
06:11:26	2.18061	9.03828		
06:11:41	153.377	939.077		
06:11:56	178.059	1089.27		
06:12:11	10.4283	60.2006		
06:12:26	7.25894	41.347		
06:12:41	6.82123	40.4031		
06:12:56	7.25548	37.2872		
06:13:11	6.46423	36.3341		
06:13:26	6.44597	33.6926		
06:13:41	6.23605	33.4084		
06:13:56	6.32184	33.2772		
06:14:11	6.27121	32.6866		
06:14:26	6.45818	32.4056		
06:14:41	6.30285	32.626		
06:14:56	5.6856	30.7245		
06:15:11	13.9637	48.797		
06:15:26	2.14846	7.2756		
06:15:41	2.05672	6.2819		
06:15:56	2.20317	7.17457		
06:16:11	2.14337	5.6402		
06:16:26	1.925	6.66086		
06:16:41	2.15568	7.59418		
06:16:56	2.33108	6.71027		
06:17:11	1.99251	6.51517		
06:17:26	2.07895	7.29482		
06:17:41	1.97637	6.70199		
06:17:56	1.9817	7.68777		
06:18:11	1.84065	7.59961		
06:18:26	2.00392	6.90771		
06:18:41	2.19875	7.84673		
06:18:56	2.15713	7.94293		
06:19:11	2.13247	8.35027		
06:19:26	2.15238	8.22173		
06:19:41	2.18129	8.21649		
06:19:56	2.13841	7.53052		
06:20:11	2.48404	7.83016		
06:20:26	2.17539	8.10429		
06:20:41	2.14665	8.08651		
06:20:56	2.09125	7.23589		
06:21:11	2.01986	7.4977		
06:21:26	2.40072	7.3054		
06:21:41	2.3562	8.25981		
06:21:56	2.07541	8.41147		
06:22:11	2.32207	7.67738		
06:22:26	2.22585	7.97604		
06:22:41	2.10315	8.67096		
06:22:56	2.04	8.1073		
06:23:11	2.26769	8.20629		
06:23:26	5.88196	30.2775		
06:23:41	151.443	983.639		
06:23:56	148.834	936.976		
06:24:11	6.73963	38.9394		
06:24:26	6.67033	36.4408		
06:24:41	6.31595	35.1262		
06:24:56	6.02629	33.9473		
06:25:11	6.02175	33.7578		
06:25:26	5.94057	30.6179		
06:25:41	6.15242	32.1329		
06:25:56	5.84821	31.0709		
06:26:11	5.94997	29.9783		
06:26:26	5.72502	29.1463		
06:26:41	5.92753	29.4682		
06:26:56	14.4675	46.8315		
06:27:11	2.22892	5.92099		
06:27:26	2.09397	6.22947		
06:27:41	2.33669	6.42241		
06:27:56	2.12862	6.21236		
06:28:11	2.08091	6.27804		
06:28:26	1.96646	6.28798		
06:28:41	1.93096	6.53746		
06:28:56	2.10956	6.21506		
06:29:10	2.0793	5.97525		
06:29:26	2.21876	6.77838		
06:29:41	2.04253	6.47078		
06:29:56	2.18729	6.68782		
06:30:11	1.94624	7.42403		
06:30:26	1.94926	7.11564		
06:30:41	2.38624	7.79801		
06:30:56	2.0482	7.12322		
06:31:11	2.11688	6.95034		
06:31:26	2.14026	8.00422		
06:31:41	2.17039	7.29241		
06:31:56	2.15846	7.55057		
06:32:11	2.15898	6.70516		
06:32:26	2.01532	6.91445		
06:32:41	2.00643	7.09773		
06:32:56	2.20487	7.68773		
06:33:11	2.02669	7.57068		
06:33:26	2.1727	8.16328		
06:33:41	2.16241	8.29176		
06:33:56	2.26188	6.76343		
06:34:11	2.29547	7.4114		
06:34:26	2.03278	8.10224		
06:34:41	2.19544	7.91152		
06:34:56	133.005	848.462		
06:35:11	145.22	956.689		
06:35:26	6.38691	36.3452		
06:35:41	6.52377	36.8139		
06:35:56	6.00777	34.0798		
06:36:10	6.12902	32.051		
06:36:26	5.74826	31.5917		
06:36:41	5.7162	29.488		
06:36:56	5.69334	29.0591		
06:37:11	5.49668	30.1729		
06:37:26	5.54045	27.7451		
06:37:41	5.48613	28.15		
06:37:56	5.28249	26.5809		
06:38:11	5.24831	26.053		
06:38:26	7.5454	37.7031		
06:38:41	11.8586	33.4248		
06:38:56	2.11616	5.86283		
06:39:11	2.17307	6.17191		
06:39:26	2.17528	5.95037		
06:39:40	2.21741	7.10978		
06:39:56	2.12748	5.81117		
06:40:11	2.04853	6.7067		
06:40:26	2.01692	6.17005		
06:40:41	2.17133	6.01968		
06:40:56	2.18622	5.94131		
06:41:11	2.13014	6.64911		
06:41:26	1.88737	5.79707		
06:41:41	2.19037	6.59419		
06:41:56	2.22779	7.57722		
06:42:11	2.03377	7.04925		
06:42:26	2.14601	6.13806		
06:42:41	2.1967	6.90435		
06:42:56	2.15686	7.13196		
06:43:11	2.21015	6.62047		
06:43:26	2.15326	7.22788		
06:43:41	2.28496	8.14824		
06:43:56	1.95589	6.83274		
06:44:11	2.28958	7.993		
06:44:26	2.12983	7.73661		
06:44:41	2.28952	7.34089		
06:44:56	2.10587	7.61198		
06:45:11	2.2519	7.2639		
06:45:26	1.97889	8.84043		
06:45:41	2.03314	7.36775		
06:45:56	2.01155	8.39099		
06:46:11	2.31973	7.74179		
06:46:26	2.02682	8.4246		
